datalake,engine,query name,conf,latency,benchmark,sf
delta,presto,db19,7.2; 119.8; 48.4; 20.6; 30.2; 888.2; 928.5,26079.28,tpch,100
delta,presto,db20,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db21,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db22,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db3,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db4,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db5,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db6,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db7,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db8,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db9,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db1,16;200;20;18;18;32;32,182.0,tpch,100
delta,presto,db10,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db11,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db12,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db13,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db14,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db15,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db16,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db17,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db18,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db19,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db2,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db20,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db21,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db22,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db3,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db4,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db5,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db6,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db7,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db8,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db9,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db1,16;200;20;18;18;32;32,183.0,tpch,100
delta,presto,db10,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db11,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db12,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db13,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db14,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db15,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db16,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db17,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db18,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db19,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db2,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db20,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db21,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db22,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db3,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db4,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db5,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db6,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db7,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db8,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db9,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db1,16;200;20;18;18;32;32,178.0,tpch,100
delta,presto,db10,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db11,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db12,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db13,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db14,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db15,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db16,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db17,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db18,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db19,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db2,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db20,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db21,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db22,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db3,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db4,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db5,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db6,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db7,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db8,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db9,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db1,16;200;20;18;18;32;32,39839.0,tpch,100
delta,presto,db11,16;200;20;18;18;32;32,29201.0,tpch,100
delta,presto,db12,16;200;20;18;18;32;32,53843.0,tpch,100
delta,presto,db13,16;200;20;18;18;32;32,27106.0,tpch,100
delta,presto,db14,16;200;20;18;18;32;32,32484.0,tpch,100
delta,presto,db15,16;200;20;18;18;32;32,56711.0,tpch,100
delta,presto,db16,16;200;20;18;18;32;32,12646.0,tpch,100
delta,presto,db17,16;200;20;18;18;32;32,152640.0,tpch,100
delta,presto,db19,16;200;20;18;18;32;32,29171.0,tpch,100
delta,presto,db2,16;200;20;18;18;32;32,27885.0,tpch,100
delta,presto,db20,16;200;20;18;18;32;32,46055.0,tpch,100
delta,presto,db22,16;200;20;18;18;32;32,10471.0,tpch,100
delta,presto,db3,16;200;20;18;18;32;32,52370.0,tpch,100
delta,presto,db4,16;200;20;18;18;32;32,24538.0,tpch,100
delta,presto,db6,16;200;20;18;18;32;32,18116.0,tpch,100
delta,presto,db7,16;200;20;18;18;32;32,98076.0,tpch,100
delta,presto,db1,16;200;20;18;18;32;32,40013.0,tpch,100
delta,presto,db11,16;200;20;18;18;32;32,51673.0,tpch,100
delta,presto,db12,16;200;20;18;18;32;32,40767.0,tpch,100
delta,presto,db13,16;200;20;18;18;32;32,44859.0,tpch,100
delta,presto,db14,16;200;20;18;18;32;32,32637.0,tpch,100
delta,presto,db15,16;200;20;18;18;32;32,55749.0,tpch,100
delta,presto,db16,16;200;20;18;18;32;32,15517.0,tpch,100
delta,presto,db17,16;200;20;18;18;32;32,150680.0,tpch,100
delta,presto,db2,16;200;20;18;18;32;32,69570.0,tpch,100
delta,presto,db20,16;200;20;18;18;32;32,57418.0,tpch,100
delta,presto,db22,16;200;20;18;18;32;32,13679.0,tpch,100
delta,presto,db3,16;200;20;18;18;32;32,73247.0,tpch,100
delta,presto,db4,16;200;20;18;18;32;32,34196.0,tpch,100
delta,presto,db6,16;200;20;18;18;32;32,23294.0,tpch,100
delta,presto,db1,16;200;20;18;18;32;32,40454.0,tpch,100
delta,presto,db11,16;200;20;18;18;32;32,35899.0,tpch,100
delta,presto,db12,16;200;20;18;18;32;32,41585.0,tpch,100
delta,presto,db13,16;200;20;18;18;32;32,38874.0,tpch,100
delta,presto,db14,16;200;20;18;18;32;32,38665.0,tpch,100
delta,presto,db15,16;200;20;18;18;32;32,64087.0,tpch,100
delta,presto,db16,16;200;20;18;18;32;32,27778.0,tpch,100
delta,presto,db19,16;200;20;18;18;32;32,41453.0,tpch,100
delta,presto,db20,16;200;20;18;18;32;32,71559.0,tpch,100
delta,presto,db22,16;200;20;18;18;32;32,16793.0,tpch,100
delta,presto,db4,16;200;20;18;18;32;32,30802.0,tpch,100
delta,presto,db6,16;200;20;18;18;32;32,23249.0,tpch,100
delta,presto,db1,16;200;20;18;18;32;32,41895.0,tpch,100
delta,presto,db10,16;200;20;18;18;32;32,125060.0,tpch,100
delta,presto,db11,16;200;20;18;18;32;32,32128.0,tpch,100
delta,presto,db12,16;200;20;18;18;32;32,38638.0,tpch,100
delta,presto,db13,16;200;20;18;18;32;32,28951.0,tpch,100
delta,presto,db14,16;200;20;18;18;32;32,30246.0,tpch,100
delta,presto,db15,16;200;20;18;18;32;32,63213.0,tpch,100
delta,presto,db16,16;200;20;18;18;32;32,22057.0,tpch,100
delta,presto,db17,16;200;20;18;18;32;32,205227.0,tpch,100
delta,presto,db19,16;200;20;18;18;32;32,41631.0,tpch,100
delta,presto,db2,16;200;20;18;18;32;32,53581.0,tpch,100
delta,presto,db20,16;200;20;18;18;32;32,56871.0,tpch,100
delta,presto,db22,16;200;20;18;18;32;32,26830.0,tpch,100
delta,presto,db3,16;200;20;18;18;32;32,93394.0,tpch,100
delta,presto,db4,16;200;20;18;18;32;32,41613.0,tpch,100
delta,presto,db1,16;200;20;18;18;32;32,38032.0,tpch,100
delta,presto,db11,16;200;20;18;18;32;32,55245.0,tpch,100
delta,presto,db12,16;200;20;18;18;32;32,37840.0,tpch,100
delta,presto,db13,16;200;20;18;18;32;32,38335.0,tpch,100
delta,presto,db14,16;200;20;18;18;32;32,38144.0,tpch,100
delta,presto,db15,16;200;20;18;18;32;32,55383.0,tpch,100
delta,presto,db16,16;200;20;18;18;32;32,14063.0,tpch,100
delta,presto,db17,16;200;20;18;18;32;32,151297.0,tpch,100
delta,presto,db18,16;200;20;18;18;32;32,121298.0,tpch,100
delta,presto,db19,16;200;20;18;18;32;32,43818.0,tpch,100
delta,presto,db20,16;200;20;18;18;32;32,67003.0,tpch,100
delta,presto,db21,16;200;20;18;18;32;32,201604.0,tpch,100
delta,presto,db22,16;200;20;18;18;32;32,13192.0,tpch,100
delta,presto,db4,16;200;20;18;18;32;32,34772.0,tpch,100
delta,presto,db5,16;200;20;18;18;32;32,105724.0,tpch,100
delta,presto,db6,16;200;20;18;18;32;32,20100.0,tpch,100
delta,presto,db7,16;200;20;18;18;32;32,120518.0,tpch,100
delta,presto,db8,16;200;20;18;18;32;32,118110.0,tpch,100
delta,presto,db1,16;200;20;18;18;32;32,51861.0,tpch,100
delta,presto,db11,16;200;20;18;18;32;32,56372.0,tpch,100
delta,presto,db12,16;200;20;18;18;32;32,42602.0,tpch,100
delta,presto,db13,16;200;20;18;18;32;32,49317.0,tpch,100
delta,presto,db14,16;200;20;18;18;32;32,34104.0,tpch,100
delta,presto,db15,16;200;20;18;18;32;32,73529.0,tpch,100
delta,presto,db16,16;200;20;18;18;32;32,26538.0,tpch,100
delta,presto,db2,16;200;20;18;18;32;32,76248.0,tpch,100
delta,presto,db20,16;200;20;18;18;32;32,65556.0,tpch,100
delta,presto,db22,16;200;20;18;18;32;32,17835.0,tpch,100
delta,presto,db3,16;200;20;18;18;32;32,93093.0,tpch,100
delta,presto,db4,16;200;20;18;18;32;32,31722.0,tpch,100
delta,presto,db6,16;200;20;18;18;32;32,27027.0,tpch,100
delta,presto,db8,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db9,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db1,16;200;20;18;18;32;32,186.0,tpch,100
delta,presto,db10,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db11,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db12,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db13,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db14,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db15,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db16,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db17,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db18,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db19,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db2,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db20,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db21,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db22,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db3,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db4,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db5,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db6,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db7,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db8,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db9,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db1,16;200;20;18;18;32;32,182.0,tpch,100
delta,presto,db10,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db11,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db12,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db13,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db14,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db15,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db16,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db17,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db18,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db19,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db2,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db20,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db21,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db22,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db3,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db4,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db5,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db6,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db7,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db8,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db9,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db1,16;200;20;18;18;32;32,183.0,tpch,100
delta,presto,db10,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db11,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db12,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db13,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db14,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db15,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db16,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db17,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db18,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db19,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db2,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db20,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db21,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db22,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db3,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db4,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db5,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db6,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db7,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db8,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db9,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db1,16;200;20;18;18;32;32,178.0,tpch,100
delta,presto,db10,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db11,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db12,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db13,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db14,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db15,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db16,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db17,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db18,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db19,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db2,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db20,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db21,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db22,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db3,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db4,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db5,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db6,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db7,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db8,16;200;20;18;18;32;32,0.0,tpch,100
delta,presto,db9,16;200;20;18;18;32;32,1.0,tpch,100
delta,presto,db1,16;200;20;18;18;32;32,39839.0,tpch,100
delta,presto,db11,16;200;20;18;18;32;32,29201.0,tpch,100
delta,presto,db12,16;200;20;18;18;32;32,53843.0,tpch,100
delta,presto,db13,16;200;20;18;18;32;32,27106.0,tpch,100
delta,presto,db14,16;200;20;18;18;32;32,32484.0,tpch,100
delta,presto,db15,16;200;20;18;18;32;32,56711.0,tpch,100
delta,presto,db16,16;200;20;18;18;32;32,12646.0,tpch,100
delta,presto,db17,16;200;20;18;18;32;32,152640.0,tpch,100
delta,presto,db19,16;200;20;18;18;32;32,29171.0,tpch,100
delta,presto,db2,16;200;20;18;18;32;32,27885.0,tpch,100
delta,presto,db20,16;200;20;18;18;32;32,46055.0,tpch,100
delta,presto,db22,16;200;20;18;18;32;32,10471.0,tpch,100
delta,presto,db3,16;200;20;18;18;32;32,52370.0,tpch,100
delta,presto,db4,16;200;20;18;18;32;32,24538.0,tpch,100
delta,presto,db6,16;200;20;18;18;32;32,18116.0,tpch,100
delta,presto,db7,16;200;20;18;18;32;32,98076.0,tpch,100
delta,presto,db1,20;198;136;9;36;512;1784,40013.0,tpch,100
delta,presto,db11,20;198;136;9;36;512;1784,51673.0,tpch,100
delta,presto,db12,20;198;136;9;36;512;1784,40767.0,tpch,100
delta,presto,db13,20;198;136;9;36;512;1784,44859.0,tpch,100
delta,presto,db14,20;198;136;9;36;512;1784,32637.0,tpch,100
delta,presto,db15,20;198;136;9;36;512;1784,55749.0,tpch,100
delta,presto,db16,20;198;136;9;36;512;1784,15517.0,tpch,100
delta,presto,db17,20;198;136;9;36;512;1784,150680.0,tpch,100
delta,presto,db2,20;198;136;9;36;512;1784,69570.0,tpch,100
delta,presto,db20,20;198;136;9;36;512;1784,57418.0,tpch,100
delta,presto,db22,20;198;136;9;36;512;1784,13679.0,tpch,100
delta,presto,db3,20;198;136;9;36;512;1784,73247.0,tpch,100
delta,presto,db4,20;198;136;9;36;512;1784,34196.0,tpch,100
delta,presto,db6,20;198;136;9;36;512;1784,23294.0,tpch,100
delta,presto,db1,26;207;16;6;6;2048;390,40454.0,tpch,100
delta,presto,db11,26;207;16;6;6;2048;390,35899.0,tpch,100
delta,presto,db12,26;207;16;6;6;2048;390,41585.0,tpch,100
delta,presto,db13,26;207;16;6;6;2048;390,38874.0,tpch,100
delta,presto,db14,26;207;16;6;6;2048;390,38665.0,tpch,100
delta,presto,db15,26;207;16;6;6;2048;390,64087.0,tpch,100
delta,presto,db16,26;207;16;6;6;2048;390,27778.0,tpch,100
delta,presto,db19,26;207;16;6;6;2048;390,41453.0,tpch,100
delta,presto,db20,26;207;16;6;6;2048;390,71559.0,tpch,100
delta,presto,db22,26;207;16;6;6;2048;390,16793.0,tpch,100
delta,presto,db4,26;207;16;6;6;2048;390,30802.0,tpch,100
delta,presto,db6,26;207;16;6;6;2048;390,23249.0,tpch,100
delta,presto,db1,8;137;51;18;32;1024;942,41895.0,tpch,100
delta,presto,db10,8;137;51;18;32;1024;942,125060.0,tpch,100
delta,presto,db11,8;137;51;18;32;1024;942,32128.0,tpch,100
delta,presto,db12,8;137;51;18;32;1024;942,38638.0,tpch,100
delta,presto,db13,8;137;51;18;32;1024;942,28951.0,tpch,100
delta,presto,db14,8;137;51;18;32;1024;942,30246.0,tpch,100
delta,presto,db15,8;137;51;18;32;1024;942,63213.0,tpch,100
delta,presto,db16,8;137;51;18;32;1024;942,22057.0,tpch,100
delta,presto,db17,8;137;51;18;32;1024;942,205227.0,tpch,100
delta,presto,db19,8;137;51;18;32;1024;942,41631.0,tpch,100
delta,presto,db2,8;137;51;18;32;1024;942,53581.0,tpch,100
delta,presto,db20,8;137;51;18;32;1024;942,56871.0,tpch,100
delta,presto,db22,8;137;51;18;32;1024;942,26830.0,tpch,100
delta,presto,db3,8;137;51;18;32;1024;942,93394.0,tpch,100
delta,presto,db4,8;137;51;18;32;1024;942,41613.0,tpch,100
delta,presto,db1,14;223;138;24;38;256;1096,38032.0,tpch,100
delta,presto,db11,14;223;138;24;38;256;1096,55245.0,tpch,100
delta,presto,db12,14;223;138;24;38;256;1096,37840.0,tpch,100
delta,presto,db13,14;223;138;24;38;256;1096,38335.0,tpch,100
delta,presto,db14,14;223;138;24;38;256;1096,38144.0,tpch,100
delta,presto,db15,14;223;138;24;38;256;1096,55383.0,tpch,100
delta,presto,db16,14;223;138;24;38;256;1096,14063.0,tpch,100
delta,presto,db17,14;223;138;24;38;256;1096,151297.0,tpch,100
delta,presto,db18,14;223;138;24;38;256;1096,121298.0,tpch,100
delta,presto,db19,14;223;138;24;38;256;1096,43818.0,tpch,100
delta,presto,db20,14;223;138;24;38;256;1096,67003.0,tpch,100
delta,presto,db21,14;223;138;24;38;256;1096,201604.0,tpch,100
delta,presto,db22,14;223;138;24;38;256;1096,13192.0,tpch,100
delta,presto,db4,14;223;138;24;38;256;1096,34772.0,tpch,100
delta,presto,db5,14;223;138;24;38;256;1096,105724.0,tpch,100
delta,presto,db6,14;223;138;24;38;256;1096,20100.0,tpch,100
delta,presto,db7,14;223;138;24;38;256;1096,120518.0,tpch,100
delta,presto,db8,14;223;138;24;38;256;1096,118110.0,tpch,100
delta,presto,db1,17;122;47;17;17;2048;817,51861.0,tpch,100
delta,presto,db11,17;122;47;17;17;2048;817,56372.0,tpch,100
delta,presto,db12,17;122;47;17;17;2048;817,42602.0,tpch,100
delta,presto,db13,17;122;47;17;17;2048;817,49317.0,tpch,100
delta,presto,db14,17;122;47;17;17;2048;817,34104.0,tpch,100
delta,presto,db15,17;122;47;17;17;2048;817,73529.0,tpch,100
delta,presto,db16,17;122;47;17;17;2048;817,26538.0,tpch,100
delta,presto,db2,17;122;47;17;17;2048;817,76248.0,tpch,100
delta,presto,db20,17;122;47;17;17;2048;817,65556.0,tpch,100
delta,presto,db22,17;122;47;17;17;2048;817,17835.0,tpch,100
delta,presto,db3,17;122;47;17;17;2048;817,93093.0,tpch,100
delta,presto,db4,17;122;47;17;17;2048;817,31722.0,tpch,100
delta,presto,db6,17;122;47;17;17;2048;817,27027.0,tpch,100
delta,presto,db8,17;122;47;17;17;2048;817,0.0,tpch,100
delta,presto,db9,17;122;47;17;17;2048;817,0.0,tpch,100
delta,presto,db1,18;118;68;13;19;2048;547,186.0,tpch,100
delta,presto,db10,18;118;68;13;19;2048;547,1.0,tpch,100
delta,presto,db11,18;118;68;13;19;2048;547,1.0,tpch,100
delta,presto,db12,18;118;68;13;19;2048;547,1.0,tpch,100
delta,presto,db13,18;118;68;13;19;2048;547,0.0,tpch,100
delta,presto,db14,18;118;68;13;19;2048;547,0.0,tpch,100
delta,presto,db15,18;118;68;13;19;2048;547,0.0,tpch,100
delta,presto,db16,18;118;68;13;19;2048;547,0.0,tpch,100
delta,presto,db17,18;118;68;13;19;2048;547,1.0,tpch,100
delta,presto,db18,18;118;68;13;19;2048;547,0.0,tpch,100
delta,presto,db19,18;118;68;13;19;2048;547,0.0,tpch,100
delta,presto,db2,18;118;68;13;19;2048;547,0.0,tpch,100
delta,presto,db20,18;118;68;13;19;2048;547,0.0,tpch,100
delta,presto,db21,18;118;68;13;19;2048;547,0.0,tpch,100
delta,presto,db22,18;118;68;13;19;2048;547,1.0,tpch,100
delta,presto,db3,18;118;68;13;19;2048;547,0.0,tpch,100
delta,presto,db4,18;118;68;13;19;2048;547,0.0,tpch,100
delta,presto,db5,18;118;68;13;19;2048;547,0.0,tpch,100
delta,presto,db6,18;118;68;13;19;2048;547,0.0,tpch,100
delta,presto,db7,18;118;68;13;19;2048;547,0.0,tpch,100
delta,presto,db8,18;118;68;13;19;2048;547,0.0,tpch,100
delta,presto,db9,18;118;68;13;19;2048;547,1.0,tpch,100
delta,presto,db1,10;123;24;8;8;1024;507,182.0,tpch,100
delta,presto,db10,10;123;24;8;8;1024;507,0.0,tpch,100
delta,presto,db11,10;123;24;8;8;1024;507,1.0,tpch,100
delta,presto,db12,10;123;24;8;8;1024;507,1.0,tpch,100
delta,presto,db13,10;123;24;8;8;1024;507,1.0,tpch,100
delta,presto,db14,10;123;24;8;8;1024;507,1.0,tpch,100
delta,presto,db15,10;123;24;8;8;1024;507,0.0,tpch,100
delta,presto,db16,10;123;24;8;8;1024;507,0.0,tpch,100
delta,presto,db17,10;123;24;8;8;1024;507,1.0,tpch,100
delta,presto,db18,10;123;24;8;8;1024;507,1.0,tpch,100
delta,presto,db19,10;123;24;8;8;1024;507,0.0,tpch,100
delta,presto,db2,10;123;24;8;8;1024;507,0.0,tpch,100
delta,presto,db20,10;123;24;8;8;1024;507,0.0,tpch,100
delta,presto,db21,10;123;24;8;8;1024;507,0.0,tpch,100
delta,presto,db22,10;123;24;8;8;1024;507,0.0,tpch,100
delta,presto,db3,10;123;24;8;8;1024;507,0.0,tpch,100
delta,presto,db4,10;123;24;8;8;1024;507,0.0,tpch,100
delta,presto,db5,10;123;24;8;8;1024;507,0.0,tpch,100
delta,presto,db6,10;123;24;8;8;1024;507,0.0,tpch,100
delta,presto,db7,10;123;24;8;8;1024;507,0.0,tpch,100
delta,presto,db8,10;123;24;8;8;1024;507,0.0,tpch,100
delta,presto,db9,10;123;24;8;8;1024;507,0.0,tpch,100
delta,presto,db1,12;281;136;9;36;2048;938,183.0,tpch,100
delta,presto,db10,12;281;136;9;36;2048;938,1.0,tpch,100
delta,presto,db11,12;281;136;9;36;2048;938,1.0,tpch,100
delta,presto,db12,12;281;136;9;36;2048;938,1.0,tpch,100
delta,presto,db13,12;281;136;9;36;2048;938,1.0,tpch,100
delta,presto,db14,12;281;136;9;36;2048;938,0.0,tpch,100
delta,presto,db15,12;281;136;9;36;2048;938,1.0,tpch,100
delta,presto,db16,12;281;136;9;36;2048;938,0.0,tpch,100
delta,presto,db17,12;281;136;9;36;2048;938,0.0,tpch,100
delta,presto,db18,12;281;136;9;36;2048;938,1.0,tpch,100
delta,presto,db19,12;281;136;9;36;2048;938,1.0,tpch,100
delta,presto,db2,12;281;136;9;36;2048;938,1.0,tpch,100
delta,presto,db20,12;281;136;9;36;2048;938,1.0,tpch,100
delta,presto,db21,12;281;136;9;36;2048;938,0.0,tpch,100
delta,presto,db22,12;281;136;9;36;2048;938,0.0,tpch,100
delta,presto,db3,12;281;136;9;36;2048;938,1.0,tpch,100
delta,presto,db4,12;281;136;9;36;2048;938,0.0,tpch,100
delta,presto,db5,12;281;136;9;36;2048;938,0.0,tpch,100
delta,presto,db6,12;281;136;9;36;2048;938,1.0,tpch,100
delta,presto,db7,12;281;136;9;36;2048;938,1.0,tpch,100
delta,presto,db8,12;281;136;9;36;2048;938,0.0,tpch,100
delta,presto,db9,12;281;136;9;36;2048;938,0.0,tpch,100
delta,presto,db1,18;134;35;11;38;512;314,178.0,tpch,100
delta,presto,db10,18;134;35;11;38;512;314,1.0,tpch,100
